City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,tecoanapa,16.5167,-98.75,24.01,75,1,1.87,MX,1674528634
128,gotsu,35.0,132.2167,-1.63,82,100,15.03,JP,1674528634
129,sao joao da barra,-21.6403,-41.0511,23.84,90,100,3.32,BR,1674528634
130,venustiano carranza,19.43,-99.0992,17.3,49,7,7.15,MX,1674528457
131,batemans bay,-35.7167,150.1833,23.39,58,79,4.77,AU,1674528461
132,grand gaube,-20.0064,57.6608,23.54,81,100,0.35,MU,1674528635
133,cravo norte,6.3017,-70.2041,26.51,53,100,2.23,CO,1674528635
134,lumphat,13.4878,106.9816,28.25,53,80,4.25,KH,1674528636
135,biu,10.6129,12.1946,19.98,20,77,2.34,NG,1674528636
136,makhachkala,42.9764,47.5024,1.99,79,11,7.53,RU,1674528637
137,tilichiki,60.4667,166.1,-16.54,94,100,5.8,RU,1674528637
138,mehamn,71.0357,27.8492,-0.05,100,92,12.35,NO,1674528637
139,noumea,-22.2763,166.4572,32.99,86,100,1.47,NC,1674528563
140,westport,41.1415,-73.3579,2.64,75,100,5.14,US,1674528698
141,iskateley,67.6803,53.1512,-8.3,84,86,7.64,RU,1674528698
142,severo-kurilsk,50.6789,156.125,-7.13,71,89,8.94,RU,1674528699
143,khanpur,28.6453,70.6567,9.15,35,37,3.7,PK,1674528699
144,bonavista,48.6499,-53.1147,0.33,97,100,12.03,CA,1674528700
145,nanortalik,60.1432,-45.2371,-1.78,86,100,3.95,GL,1674528700
146,san vicente,-26.6167,-54.1333,20.6,61,0,0.81,AR,1674528701
147,morales,2.757,-76.6172,14.29,94,24,1.08,CO,1674528701
148,brae,60.3964,-1.353,9.01,98,100,8.21,GB,1674528701
149,mitsamiouli,-11.3847,43.2844,26.61,82,99,6.73,KM,1674528702
150,haines junction,60.7522,-137.5108,-7.59,98,100,1.37,CA,1674528703
151,abha,18.2164,42.5053,9.14,93,0,0.0,SA,1674528663
152,sitangkai,4.6628,119.3928,26.58,81,68,2.94,PH,1674528703
153,nantucket,41.2835,-70.0995,2.08,86,100,8.75,US,1674528704
154,talnakh,69.4865,88.3972,-31.48,93,29,3.45,RU,1674528704
155,chernukha,55.5974,43.7556,-14.49,96,78,2.09,RU,1674528704
156,sur,22.5667,59.5289,19.51,45,100,4.81,OM,1674528705
157,tautira,-17.7333,-149.15,26.06,81,100,4.62,PF,1674528705
158,teguise,29.0605,-13.564,14.12,67,75,5.14,ES,1674528706
159,ust-kuyga,70.0167,135.6,-37.87,98,100,2.29,RU,1674528706
160,olinda,-8.0089,-34.8553,27.85,69,75,3.6,BR,1674528707
161,dabat,12.9842,37.765,11.63,37,19,1.93,ET,1674528707
162,abu kamal,34.4506,40.9171,9.73,50,0,1.14,SY,1674528707
163,faya,18.3851,42.4509,9.29,83,0,0.36,SA,1674528708
164,karratha,-20.7377,116.8463,31.17,54,99,5.62,AU,1674528708
165,jinchang,38.4953,102.1739,-7.0,20,9,2.55,CN,1674528709
166,valparaiso,-33.0393,-71.6273,18.6,100,20,2.06,CL,1674528709
167,champerico,14.3,-91.9167,25.64,74,2,2.19,GT,1674528709
168,marrakesh,31.6315,-8.0083,7.04,70,0,2.57,MA,1674528685
169,masallatah,32.6167,14.0,10.46,72,81,3.28,LY,1674528710
170,pipri,19.8,75.5333,20.66,49,60,1.55,IN,1674528710
171,lianzhou,24.7811,112.3825,7.64,56,95,4.92,CN,1674528711
172,lincoln,40.8,-96.667,1.95,89,100,3.09,US,1674528711
173,nakhon thai,17.1006,100.8374,28.93,31,2,2.75,TH,1674528712
174,bambous virieux,-20.3428,57.7575,23.45,94,75,2.06,MU,1674528712
175,nouna,12.7333,-3.8667,25.51,18,2,2.55,BF,1674528712
176,atuona,-9.8,-139.0333,26.2,77,7,8.06,PF,1674528713
177,antofagasta,-23.65,-70.4,19.6,82,13,1.96,CL,1674528464
178,mae ramat,16.984,98.5166,19.18,27,15,0.93,TH,1674528713
179,mgachi,51.05,142.2667,-25.32,85,72,3.95,RU,1674528714
180,catamarca,-28.4696,-65.7852,29.48,53,1,8.49,AR,1674528653
181,yumen,40.2833,97.2,-13.2,47,5,6.98,CN,1674528715
182,alice springs,-23.7,133.8833,34.75,15,89,3.09,AU,1674528610
183,longyearbyen,78.2186,15.6401,-3.09,68,75,4.12,SJ,1674528715
184,cidreira,-30.1811,-50.2056,24.15,82,0,5.22,BR,1674528776
185,kahului,20.8947,-156.47,28.01,70,40,6.17,US,1674528776
186,airai,-8.9266,125.4092,20.51,71,100,0.87,TL,1674528776
187,waingapu,-9.6567,120.2641,30.0,55,89,0.65,ID,1674528777
188,la palma,33.8464,-118.0467,16.07,54,0,2.06,US,1674528777
189,esmeraldas,-19.7625,-44.3139,21.17,98,100,1.68,BR,1674528777
190,yertsevo,60.7966,40.086,-9.42,96,94,2.15,RU,1674528778
191,ilulissat,69.2167,-51.1,-10.1,88,100,2.45,GL,1674528778
192,coihueco,-36.6167,-71.8333,14.08,86,0,0.87,CL,1674528779
193,columbus,39.9612,-82.9988,0.19,82,100,6.17,US,1674528602
194,lorengau,-2.0226,147.2712,27.16,81,100,1.97,PG,1674528779
195,mount isa,-20.7333,139.5,36.87,23,96,4.12,AU,1674528780
196,celendin,-6.8703,-78.1517,11.32,91,69,1.18,PE,1674528780
197,tiznit,29.5833,-9.5,10.41,50,0,0.31,MA,1674528780
198,ayan,56.45,138.1667,-28.77,68,100,3.93,RU,1674528781
199,cabo san lucas,22.8909,-109.9124,19.61,74,40,6.69,MX,1674528534
200,vardo,70.3705,31.1107,-3.01,74,0,10.29,NO,1674528781
201,izvestkovyy,48.9833,131.55,-27.15,77,100,2.11,RU,1674528782
202,shaowu,27.3409,117.4831,7.73,61,62,4.46,CN,1674528782
203,ixtapa,20.7,-105.2,23.46,81,100,0.21,MX,1674528783
204,norrtalje,59.758,18.705,-0.32,85,100,5.49,SE,1674528783
205,vila velha,-20.3297,-40.2925,26.97,90,0,3.58,BR,1674528784
206,jutai,-5.1833,-68.9,22.34,100,100,0.86,BR,1674528784
207,hithadhoo,-0.6,73.0833,26.83,77,66,5.66,MV,1674528785
208,manicore,-5.8092,-61.3003,23.97,94,0,1.03,BR,1674528785
209,nabire,-3.3667,135.4833,30.03,62,100,1.54,ID,1674528566
210,luzhou,28.8724,105.4405,8.27,38,74,0.98,CN,1674528786
211,bani,18.2833,-70.3333,22.69,74,16,3.11,DO,1674528787
212,canon city,38.441,-105.2424,-2.21,83,0,0.0,US,1674528787
213,vao,-22.6667,167.4833,25.73,84,85,2.61,NC,1674528788
214,gudari,19.35,83.7833,22.22,38,4,0.21,IN,1674528788
215,cayenne,4.9333,-52.3333,25.02,83,75,2.06,GF,1674528789
216,sisimiut,66.9395,-53.6735,-6.29,94,100,5.81,GL,1674528789
217,mae sai,20.4335,99.8762,24.05,36,52,0.82,TH,1674528789
218,kodinsk,58.6881,99.1844,-22.76,97,100,0.72,RU,1674528790
219,nuristan,35.3,70.8333,-17.67,71,66,4.5,AF,1674528790
220,iracoubo,5.4802,-53.2011,24.47,82,8,5.88,GF,1674528791
221,sola,-13.8833,167.55,27.58,71,68,3.72,VU,1674528791
222,caconda,-13.7333,15.0667,13.77,95,100,0.94,AO,1674528792
223,namatanai,-3.6667,152.4333,29.72,66,77,2.86,PG,1674528792
224,reconquista,-29.15,-59.65,27.34,32,0,3.78,AR,1674528792
225,iqaluit,63.7506,-68.5145,-22.95,76,100,1.03,CA,1674528793
226,biak,-0.9131,122.8766,28.06,71,98,0.66,ID,1674528793
227,kiyasovo,56.3491,53.1244,-20.25,100,100,0.84,RU,1674528794
228,tabou,4.423,-7.3528,25.45,86,43,1.95,CI,1674528794
229,karaton,-6.3424,106.1045,25.99,83,93,3.45,ID,1674528795
230,adilabad,19.6667,78.5333,22.03,54,4,4.24,IN,1674528795
231,progreso,21.2833,-89.6667,25.06,81,38,6.5,MX,1674528856
232,san felipe,10.3399,-68.7425,21.97,96,100,1.06,VE,1674528856
233,mount gambier,-37.8333,140.7667,22.89,48,50,3.67,AU,1674528857
234,upernavik,72.7868,-56.1549,-22.66,98,100,3.19,GL,1674528737
235,asfi,32.2994,-9.2372,10.47,70,0,6.53,MA,1674528857
236,aquiraz,-3.9014,-38.3911,27.32,85,96,2.29,BR,1674528858
237,sobolevo,54.4299,31.8996,-0.6,94,91,0.8,RU,1674528858
238,baie-comeau,49.2168,-68.1489,-5.18,86,100,1.03,CA,1674528859
239,manyana,-23.4,21.7167,23.24,55,73,6.71,BW,1674528859
240,ahipara,-35.1667,173.1667,21.83,74,100,1.94,NZ,1674528859
241,kalmunai,7.4167,81.8167,26.03,80,99,4.58,LK,1674528860
242,fortuna,40.5982,-124.1573,9.25,89,0,0.0,US,1674528860
243,san pedro,14.35,121.0167,30.18,63,75,2.06,PH,1674528861
244,limot,7.0405,126.2727,26.5,84,99,0.48,PH,1674528861
245,nome,64.5011,-165.4064,-18.96,65,0,0.0,US,1674528600
246,souillac,-20.5167,57.5167,22.21,94,75,2.06,MU,1674528862
247,luderitz,-26.6481,15.1594,16.4,83,0,5.35,NA,1674528862
248,samdrup jongkhar,26.9167,91.6167,16.21,44,75,1.59,BT,1674528863
249,kudahuvadhoo,2.6708,72.8944,26.45,73,100,2.5,MV,1674528863
250,beidao,34.5686,105.8933,-5.58,25,37,1.12,CN,1674528863
251,santa cruz del sur,20.7147,-77.9956,23.32,75,23,3.82,CU,1674528864
252,vostok,46.4856,135.8833,-32.26,85,100,3.22,RU,1674528864
253,port macquarie,-31.4333,152.9167,28.27,65,32,6.23,AU,1674528787
254,porbandar,21.6422,69.6093,16.34,56,9,5.25,IN,1674528865
255,katsuura,35.1333,140.3,11.43,63,100,7.97,JP,1674528865
256,altay,47.8667,88.1167,-15.13,66,100,0.43,CN,1674528866
257,avarua,-21.2078,-159.775,28.03,65,75,1.03,CK,1674528866
258,le port,-20.9373,55.2919,23.0,85,100,4.55,RE,1674528867
259,soe,-9.8607,124.284,26.02,61,98,2.1,ID,1674528867
260,honiara,-9.4333,159.95,26.81,86,89,1.6,SB,1674528867
261,winslow,35.0242,-110.6974,1.1,80,100,8.23,US,1674528830
262,oksbol,55.6268,8.2876,1.06,85,50,4.02,DK,1674528868
263,umm lajj,25.0213,37.2685,20.44,67,0,3.24,SA,1674528868
264,lovozero,68.005,35.0117,-7.87,93,100,3.24,RU,1674528869
265,bombay,19.0144,72.8479,19.99,49,2,1.54,IN,1674528647
266,sydney mines,46.2367,-60.2177,8.36,97,100,8.23,CA,1674528869
267,maloy,61.9353,5.1136,8.18,1,100,10.72,NO,1674528870
268,nzerekore,7.7562,-8.8179,19.9,98,96,0.76,GN,1674528870
269,kyra,49.5776,111.9753,-27.93,65,22,1.32,RU,1674528871
270,fairbanks,64.8378,-147.7164,-21.33,79,100,0.0,US,1674528783
271,stornoway,58.2093,-6.3865,9.98,94,75,6.17,GB,1674528871
272,tonantins,-2.8731,-67.8022,22.73,99,100,1.39,BR,1674528872
273,port alfred,-33.5906,26.891,21.77,90,59,4.47,ZA,1674528857
274,pangnirtung,66.1451,-65.7125,-27.27,81,100,1.65,CA,1674528872
275,kruisfontein,-34.0033,24.7314,19.69,86,99,5.96,ZA,1674528873
276,flinders,-34.5833,150.8552,28.36,67,78,2.68,AU,1674528873
277,alofi,-19.0595,-169.9187,26.94,83,75,2.57,NU,1674528874
278,mahebourg,-20.4081,57.7,23.47,94,75,2.06,MU,1674528934
279,miri,4.4148,114.0089,26.08,89,40,1.03,MY,1674528934
280,ayagoz,47.9714,80.4392,-17.87,89,100,2.05,KZ,1674528935
281,barcelona,41.3888,2.159,6.41,62,75,4.63,ES,1674528735
282,geraldton,-28.7667,114.6,26.23,65,75,6.17,AU,1674528935
283,kyaikto,17.3,97.0167,25.95,26,34,1.47,MM,1674528936
284,asau,46.4333,26.4,-1.49,83,100,2.41,RO,1674528936
285,mahibadhoo,3.7833,72.9667,26.11,78,100,5.19,MV,1674528937
286,barra do garcas,-15.89,-52.2567,21.82,95,88,1.04,BR,1674528937
287,ribeira grande,38.5167,-28.7,16.54,76,15,6.71,PT,1674528937
288,yinchuan,38.4681,106.2731,-14.82,24,0,0.59,CN,1674528938
289,acapulco,16.8634,-99.8901,24.11,73,1,2.58,MX,1674528797
290,koppies,-27.2418,27.5742,15.39,54,0,2.89,ZA,1674528938
291,conakry,9.538,-13.6773,26.04,78,40,2.06,GN,1674528939
292,masuguru,-11.3667,38.4167,20.94,95,100,1.25,TZ,1674528939
293,vila franca do campo,37.7167,-25.4333,15.23,82,78,6.45,PT,1674528940
294,san jose de ocoa,18.55,-70.5,19.39,70,6,1.92,DO,1674528940
295,lompoc,34.6391,-120.4579,10.51,73,0,3.58,US,1674528941
296,abonnema,4.7084,6.7931,26.16,84,2,1.62,NG,1674528941
297,lazaro cardenas,17.9583,-102.2,23.06,75,1,1.66,MX,1674528942
298,skjervoy,70.0311,20.9714,1.0,72,100,18.74,NO,1674528942
299,san rafael,-34.6177,-68.3301,19.33,72,75,1.54,AR,1674528644
300,lahat,-3.8,103.5333,26.86,74,100,0.71,ID,1674528943
301,akhmim,26.5622,31.745,9.11,64,0,2.99,EG,1674528943
302,sulangan,11.1373,123.7228,26.44,81,73,8.19,PH,1674528943
303,kopavogur,64.1123,-21.913,4.84,86,75,8.75,IS,1674528944
304,sao filipe,14.8961,-24.4956,21.25,65,2,3.35,CV,1674528944
305,chapais,49.7834,-74.8492,-7.12,93,100,3.92,CA,1674528945
306,constitucion,-35.3333,-72.4167,15.2,93,12,1.46,CL,1674528946
307,manono,-7.3,27.4167,19.53,87,99,1.17,CD,1674528946
308,sitka,57.0531,-135.33,5.94,87,100,3.09,US,1674528946
309,yulara,-25.2406,130.9889,32.96,18,79,4.36,AU,1674528947
310,ndele,8.4109,20.6473,21.27,21,48,1.98,CF,1674528947
311,linden,6.0,-58.3,20.76,98,12,0.78,GY,1674528948
312,kvitok,56.0724,98.4813,-15.12,97,100,1.2,RU,1674528948
313,charters towers,-20.1,146.2667,32.23,40,58,4.43,AU,1674528949
314,umm kaddadah,13.6017,26.6876,15.83,18,33,5.71,SD,1674528949
315,astana,51.1801,71.446,-19.89,100,100,1.26,KZ,1674528949
316,jalu,29.0331,21.5482,10.73,64,0,3.51,LY,1674528950
317,dudinka,69.4058,86.1778,-36.6,98,11,1.81,RU,1674528950
318,andrelandia,-21.7397,-44.3092,18.55,96,100,0.63,BR,1674528794
319,bay roberts,47.5999,-53.2648,1.85,94,100,5.81,CA,1674528951
320,cockburn town,21.4612,-71.1419,25.49,77,0,8.84,TC,1674529012
321,myitkyina,25.3833,97.4,19.35,35,41,0.94,MM,1674529012
322,vikhorevka,56.1201,101.1636,-23.2,96,100,1.33,RU,1674529013
323,upata,8.0086,-62.3989,22.33,86,24,2.36,VE,1674529013
324,santa cruz,-17.8,-63.1667,24.7,78,75,2.06,BO,1674529014
325,sao gabriel da cachoeira,-0.1303,-67.0892,22.12,99,100,0.56,BR,1674529014
326,adzope,6.1069,-3.8619,22.73,96,17,1.32,CI,1674529015
327,lavumisa,-27.31,31.892,19.67,98,26,1.16,SZ,1674528854
328,sorland,67.667,12.6934,2.92,58,100,12.4,NO,1674529015
329,los andes,-32.8337,-70.5983,19.98,64,0,0.96,CL,1674529016
330,ilhabela,-23.7781,-45.3581,23.94,91,100,2.94,BR,1674529016
331,eyl,7.9803,49.8164,22.0,75,23,7.08,SO,1674529016
332,caala,-12.8525,15.5606,13.42,96,100,0.43,AO,1674529017
333,banda aceh,5.5577,95.3222,25.03,86,100,4.74,ID,1674529017
334,itarema,-2.9248,-39.9167,24.81,85,15,2.12,BR,1674529018
335,alcazar de san juan,39.3901,-3.2083,-1.41,77,38,4.12,ES,1674528995
336,saverne,48.8333,7.25,1.3,89,87,5.69,FR,1674529018
337,lerwick,60.1545,-1.1494,9.0,97,100,8.67,GB,1674529019
338,bilibino,68.0546,166.4372,-22.83,84,100,1.94,RU,1674529019
339,dubuque,42.4833,-90.8668,-2.1,80,100,4.63,US,1674528963
